ticket_id,created_ts,first_response_ts,resolved_ts,channel,issue_type,agent_id,handle_seconds,acw_seconds,first_touch_resolved
T0005891,2025-11-24T12:07:40.781547-06:00,2025-11-24T12:07:40.781547-06:00,2025-11-24T12:10:54.769475-06:00,email,login,A002,178,60,False
T0005895,2025-11-24T12:08:07.268437-06:00,2025-11-24T12:08:07.268437-06:00,2025-11-24T12:12:32.606226-06:00,email,login,A001,257,57,False
T0005905,2025-11-24T12:08:30.657527-06:00,2025-11-24T12:08:30.657527-06:00,2025-11-24T12:11:31.193209-06:00,email,login,A008,164,67,True
T0005894,2025-11-24T12:13:28.754915-06:00,2025-11-24T12:13:28.754915-06:00,2025-11-24T12:17:34.614007-06:00,phone,bug,A007,190,66,True
T0005897,2025-11-24T12:14:07.672280-06:00,2025-11-24T12:14:07.672280-06:00,2025-11-24T12:19:05.369116-06:00,email,bug,A020,269,69,False
T0005904,2025-11-24T12:14:38.013329-06:00,2025-11-24T12:14:38.013329-06:00,2025-11-24T12:18:03.337309-06:00,email,bug,A005,168,56,True
T0005907,2025-11-24T12:14:55.640235-06:00,2025-11-24T12:14:55.640235-06:00,2025-11-24T12:19:06.779336-06:00,email,login,A017,249,93,True
T0005896,2025-11-24T12:15:13.456395-06:00,2025-11-24T12:15:13.456395-06:00,2025-11-24T12:20:18.903225-06:00,email,login,A020,254,113,True
T0005892,2025-11-24T12:16:42.549493-06:00,2025-11-24T12:16:42.549493-06:00,2025-11-24T12:22:01.925381-06:00,phone,login,A008,264,64,True
T0005901,2025-11-24T12:19:57.043153-06:00,2025-11-24T12:19:57.043153-06:00,2025-11-24T12:24:32.097246-06:00,phone,billing,A004,272,93,True
T0005887,2025-11-24T12:20:38.821213-06:00,2025-11-24T12:20:38.821213-06:00,2025-11-24T12:24:59.340207-06:00,chat,billing,A007,224,25,True
T0005909,2025-11-24T12:20:45.875569-06:00,2025-11-24T12:20:45.875569-06:00,2025-11-24T12:27:23.801113-06:00,phone,login,A010,339,56,True
T0005898,2025-11-24T12:25:23.746706-06:00,2025-11-24T12:25:23.746706-06:00,2025-11-24T12:30:00.920668-06:00,chat,bug,A012,233,61,True
T0005888,2025-11-24T12:25:38.301582-06:00,2025-11-24T12:25:38.301582-06:00,2025-11-24T12:29:42.309445-06:00,phone,bug,A010,236,58,True
T0005893,2025-11-24T12:28:19.850879-06:00,2025-11-24T12:28:19.850879-06:00,2025-11-24T12:33:46.581471-06:00,email,login,A016,308,60,True
T0005889,2025-11-24T12:28:53.219995-06:00,2025-11-24T12:28:53.219995-06:00,2025-11-24T12:33:16.922699-06:00,chat,billing,A020,221,66,True
T0005890,2025-11-24T12:29:05.145479-06:00,2025-11-24T12:29:05.145479-06:00,2025-11-24T12:33:41.679353-06:00,email,billing,A015,270,76,True
T0005919,2025-11-24T12:30:34.196571-06:00,2025-11-24T12:30:34.196571-06:00,2025-11-24T12:34:29.632626-06:00,email,bug,A001,233,102,True
T0005925,2025-11-24T12:32:25.686657-06:00,2025-11-24T12:32:25.686657-06:00,2025-11-24T12:36:40.160927-06:00,email,bug,A013,220,68,True
T0005920,2025-11-24T12:34:08.377917-06:00,2025-11-24T12:34:08.377917-06:00,2025-11-24T12:37:46.674599-06:00,email,login,A001,185,53,False
T0005929,2025-11-24T12:36:23.694511-06:00,2025-11-24T12:36:23.694511-06:00,2025-11-24T12:40:04.512257-06:00,chat,billing,A009,189,53,True
T0005910,2025-11-24T12:37:10.438761-06:00,2025-11-24T12:37:10.438761-06:00,2025-11-24T12:40:01.884321-06:00,phone,billing,A013,166,39,True
T0005928,2025-11-24T12:41:13.045261-06:00,2025-11-24T12:41:13.045261-06:00,2025-11-24T12:43:52.638525-06:00,phone,bug,A005,155,60,True
T0005911,2025-11-24T12:41:47.027726-06:00,2025-11-24T12:41:47.027726-06:00,2025-11-24T12:47:52.274345-06:00,chat,login,A009,328,48,True
T0005913,2025-11-24T12:42:17.874859-06:00,2025-11-24T12:42:17.874859-06:00,2025-11-24T12:47:40.682703-06:00,chat,bug,A017,280,46,True
T0005924,2025-11-24T12:44:46.164431-06:00,2025-11-24T12:44:46.164431-06:00,2025-11-24T12:50:20.168643-06:00,phone,billing,A015,314,76,True
T0005912,2025-11-24T12:45:00.285418-06:00,2025-11-24T12:45:00.285418-06:00,2025-11-24T12:49:36.448998-06:00,phone,bug,A011,229,105,True
T0005918,2025-11-24T12:45:48.411434-06:00,2025-11-24T12:45:48.411434-06:00,2025-11-24T12:51:18.704168-06:00,email,bug,A013,284,73,True
T0005914,2025-11-24T12:46:22.268383-06:00,2025-11-24T12:46:22.268383-06:00,2025-11-24T12:54:49.434230-06:00,phone,login,A018,450,31,True
T0005915,2025-11-24T12:46:24.371328-06:00,2025-11-24T12:46:24.371328-06:00,2025-11-24T12:53:16.442154-06:00,email,bug,A019,403,60,True
T0005916,2025-11-24T12:49:23.014780-06:00,2025-11-24T12:49:23.014780-06:00,2025-11-24T12:55:09.163003-06:00,email,billing,A005,306,70,True
T0005922,2025-11-24T12:50:39.477911-06:00,2025-11-24T12:50:39.477911-06:00,2025-11-24T12:55:35.933602-06:00,chat,bug,A013,287,77,False
T0005930,2025-11-24T12:52:50.921028-06:00,2025-11-24T12:52:50.921028-06:00,2025-11-24T12:56:54.418582-06:00,chat,login,A009,198,34,True
T0005927,2025-11-24T12:52:57.237723-06:00,2025-11-24T12:52:57.237723-06:00,2025-11-24T12:56:36.927103-06:00,email,billing,A019,178,28,True
T0005917,2025-11-24T12:54:23.660025-06:00,2025-11-24T12:54:23.660025-06:00,2025-11-24T12:58:19.229850-06:00,chat,billing,A004,212,43,True
T0005923,2025-11-24T12:54:34.902801-06:00,2025-11-24T12:54:34.902801-06:00,2025-11-24T13:00:03.125727-06:00,email,login,A011,279,65,True
T0005926,2025-11-24T12:54:48.541378-06:00,2025-11-24T12:54:48.541378-06:00,2025-11-24T12:59:13.866337-06:00,chat,login,A020,209,42,True
T0005921,2025-11-24T12:55:49.433271-06:00,2025-11-24T12:55:49.433271-06:00,2025-11-24T12:59:24.342170-06:00,chat,billing,A008,186,72,True
T0005937,2025-11-24T13:00:43.709692-06:00,2025-11-24T13:00:43.709693-06:00,2025-11-24T13:04:43.911076-06:00,email,login,A003,233,43,True
T0005950,2025-11-24T13:01:21.508592-06:00,2025-11-24T13:01:21.508597-06:00,2025-11-24T13:04:54.788087-06:00,email,bug,A011,194,31,True
T0005956,2025-11-24T13:01:39.656195-06:00,2025-11-24T13:01:39.656198-06:00,2025-11-24T13:06:16.981225-06:00,chat,login,A001,249,44,False
T0005942,2025-11-24T13:03:09.286412-06:00,2025-11-24T13:03:09.286419-06:00,2025-11-24T13:06:41.186382-06:00,email,login,A004,177,55,False
T0005957,2025-11-24T13:03:22.487549-06:00,2025-11-24T13:03:22.487549-06:00,2025-11-24T13:08:13.620585-06:00,phone,bug,A001,231,68,True
T0005958,2025-11-24T13:03:34.681720-06:00,2025-11-24T13:03:34.681723-06:00,2025-11-24T13:08:31.146272-06:00,email,billing,A012,269,58,False
T0005949,2025-11-24T13:04:37.864995-06:00,2025-11-24T13:04:37.864995-06:00,2025-11-24T13:09:07.723937-06:00,email,billing,A017,217,30,False
T0005934,2025-11-24T13:05:25.395458-06:00,2025-11-24T13:05:25.395466-06:00,2025-11-24T13:09:06.371469-06:00,email,billing,A012,212,51,True
T0005948,2025-11-24T13:05:57.861864-06:00,2025-11-24T13:05:57.861866-06:00,2025-11-24T13:10:57.044116-06:00,chat,billing,A006,278,53,False
T0005941,2025-11-24T13:06:09.294604-06:00,2025-11-24T13:06:09.294607-06:00,2025-11-24T13:08:52.111340-06:00,chat,login,A002,135,54,False
T0005945,2025-11-24T13:06:09.529256-06:00,2025-11-24T13:06:09.529257-06:00,2025-11-24T13:10:53.491201-06:00,chat,bug,A020,231,48,False
T0005939,2025-11-24T13:07:17.786896-06:00,2025-11-24T13:07:17.786899-06:00,2025-11-24T13:11:37.170637-06:00,email,billing,A007,213,81,False
T0005960,2025-11-24T13:08:22.017141-06:00,2025-11-24T13:08:22.017143-06:00,2025-11-24T13:11:32.558085-06:00,chat,bug,A005,181,55,False
T0005953,2025-11-24T13:08:36.603019-06:00,2025-11-24T13:08:36.603025-06:00,2025-11-24T13:12:26.418594-06:00,chat,billing,A012,225,42,True
T0005947,2025-11-24T13:09:02.489885-06:00,2025-11-24T13:09:02.489887-06:00,2025-11-24T13:13:35.762885-06:00,email,billing,A001,225,72,True
T0005932,2025-11-24T13:09:48.754692-06:00,2025-11-24T13:09:48.754693-06:00,2025-11-24T13:13:16.003558-06:00,email,login,A010,158,104,True
T0005952,2025-11-24T13:13:01.822827-06:00,2025-11-24T13:13:01.822835-06:00,2025-11-24T13:16:40.650071-06:00,email,login,A018,216,39,True
T0005935,2025-11-24T13:14:09.953496-06:00,2025-11-24T13:14:09.953500-06:00,2025-11-24T13:18:03.645119-06:00,chat,login,A013,207,42,False
T0005946,2025-11-24T13:14:34.288103-06:00,2025-11-24T13:14:34.288105-06:00,2025-11-24T13:19:09.610185-06:00,phone,login,A020,247,90,True
T0005955,2025-11-24T13:15:05.742151-06:00,2025-11-24T13:15:05.742151-06:00,2025-11-24T13:17:43.375127-06:00,phone,billing,A012,155,35,True
T0005954,2025-11-24T13:16:29.122802-06:00,2025-11-24T13:16:29.122802-06:00,2025-11-24T13:20:29.465711-06:00,phone,bug,A006,214,78,True
T0005951,2025-11-24T13:19:14.603066-06:00,2025-11-24T13:19:14.603067-06:00,2025-11-24T13:22:34.136739-06:00,chat,login,A008,172,32,True
T0005931,2025-11-24T13:19:42.045667-06:00,2025-11-24T13:19:42.045674-06:00,2025-11-24T13:26:30.340164-06:00,email,login,A002,361,55,True
T0005933,2025-11-24T13:20:14.789682-06:00,2025-11-24T13:20:14.789689-06:00,2025-11-24T13:23:37.199415-06:00,phone,login,A013,185,45,True
T0005959,2025-11-24T13:20:40.996591-06:00,2025-11-24T13:20:40.996591-06:00,2025-11-24T13:24:47.617535-06:00,phone,login,A016,220,64,True
T0005940,2025-11-24T13:22:27.669356-06:00,2025-11-24T13:22:27.669359-06:00,2025-11-24T13:27:19.011835-06:00,phone,billing,A018,272,72,True
T0005936,2025-11-24T13:24:45.985939-06:00,2025-11-24T13:24:45.985942-06:00,2025-11-24T13:30:19.246206-06:00,chat,bug,A002,286,55,True
T0005944,2025-11-24T13:25:25.900966-06:00,2025-11-24T13:25:25.900966-06:00,2025-11-24T13:30:10.458342-06:00,phone,bug,A018,246,30,True
T0005943,2025-11-24T13:28:03.294313-06:00,2025-11-24T13:28:03.294313-06:00,2025-11-24T13:32:16.207522-06:00,chat,login,A018,214,73,True
T0005938,2025-11-24T13:28:03.356433-06:00,2025-11-24T13:28:03.356440-06:00,2025-11-24T13:31:23.537857-06:00,chat,billing,A020,193,52,True
T0005991,2025-11-24T13:30:55.645861-06:00,2025-11-24T13:30:55.645862-06:00,2025-11-24T13:36:19.306906-06:00,email,bug,A006,287,75,False
T0005984,2025-11-24T13:31:25.224605-06:00,2025-11-24T13:31:25.224612-06:00,2025-11-24T13:37:50.736642-06:00,chat,bug,A018,335,55,True
T0005993,2025-11-24T13:33:48.281913-06:00,2025-11-24T13:33:48.281926-06:00,2025-11-24T13:38:58.310758-06:00,chat,billing,A001,270,44,True
T0005963,2025-11-24T13:33:48.307782-06:00,2025-11-24T13:33:48.307786-06:00,2025-11-24T13:36:40.661007-06:00,chat,billing,A014,170,49,False
T0005989,2025-11-24T13:35:48.908737-06:00,2025-11-24T13:35:48.908748-06:00,2025-11-24T13:40:32.980629-06:00,chat,login,A014,246,70,True
T0005980,2025-11-24T13:35:53.069150-06:00,2025-11-24T13:35:53.069185-06:00,2025-11-24T13:42:14.864737-06:00,chat,bug,A002,324,47,True
T0005999,2025-11-24T13:36:22.963786-06:00,2025-11-24T13:36:22.963789-06:00,2025-11-24T13:40:31.419745-06:00,chat,login,A019,211,52,False
T0005979,2025-11-24T13:38:43.590731-06:00,2025-11-24T13:38:43.590745-06:00,2025-11-24T13:43:19.327234-06:00,chat,billing,A015,271,79,False
T0005965,2025-11-24T13:38:56.978386-06:00,2025-11-24T13:38:56.978399-06:00,2025-11-24T13:43:16.374826-06:00,chat,login,A003,246,43,True
T0005976,2025-11-24T13:39:59.620630-06:00,2025-11-24T13:39:59.620634-06:00,2025-11-24T13:44:06.316716-06:00,email,billing,A016,206,46,True
T0005992,2025-11-24T13:40:01.184169-06:00,2025-11-24T13:40:01.184178-06:00,2025-11-24T13:45:58.170459-06:00,email,billing,A017,307,46,True
T0005967,2025-11-24T13:40:09.399688-06:00,2025-11-24T13:40:09.399716-06:00,2025-11-24T13:43:43.023661-06:00,email,login,A005,197,63,True
T0005970,2025-11-24T13:41:12.232780-06:00,2025-11-24T13:41:12.232788-06:00,2025-11-24T13:44:32.526377-06:00,email,login,A018,185,54,True
T0005962,2025-11-24T13:41:48.599796-06:00,2025-11-24T13:41:48.599812-06:00,2025-11-24T13:46:18.408407-06:00,email,bug,A010,224,42,True
T0005961,2025-11-24T13:41:52.861946-06:00,2025-11-24T13:41:52.861948-06:00,2025-11-24T13:47:30.542699-06:00,chat,billing,A001,284,71,False
T0005971,2025-11-24T13:43:26.074695-06:00,2025-11-24T13:43:26.074704-06:00,2025-11-24T13:49:09.534321-06:00,email,login,A020,317,76,True
T0005983,2025-11-24T13:43:27.552523-06:00,2025-11-24T13:43:27.552538-06:00,2025-11-24T13:48:26.682899-06:00,phone,billing,A003,280,81,True
T0005981,2025-11-24T13:43:49.721563-06:00,2025-11-24T13:43:49.721566-06:00,2025-11-24T13:47:45.057799-06:00,email,billing,A009,185,41,True
T0005987,2025-11-24T13:43:51.366120-06:00,2025-11-24T13:43:51.366127-06:00,2025-11-24T13:49:47.582707-06:00,chat,billing,A005,333,45,True
T0005985,2025-11-24T13:44:31.291367-06:00,2025-11-24T13:44:31.291371-06:00,2025-11-24T13:48:45.727395-06:00,email,billing,A017,215,34,True
T0005990,2025-11-24T13:48:31.970975-06:00,2025-11-24T13:48:31.970989-06:00,2025-11-24T13:52:33.809161-06:00,phone,billing,A002,233,40,True
T0005968,2025-11-24T13:48:39.308848-06:00,2025-11-24T13:48:39.308853-06:00,2025-11-24T13:53:56.714787-06:00,email,billing,A012,263,58,False
T0005966,2025-11-24T13:49:28.803770-06:00,2025-11-24T13:49:28.803787-06:00,2025-11-24T13:54:59.319454-06:00,phone,billing,A017,291,58,True
T0005969,2025-11-24T13:49:37.437725-06:00,2025-11-24T13:49:37.437732-06:00,2025-11-24T13:52:44.592302-06:00,chat,bug,A002,175,44,False
T0005995,2025-11-24T13:50:06.946893-06:00,2025-11-24T13:50:06.946896-06:00,2025-11-24T13:54:19.860461-06:00,email,login,A003,198,55,True
T0005975,2025-11-24T13:50:17.632124-06:00,2025-11-24T13:50:17.632145-06:00,2025-11-24T13:55:05.160836-06:00,phone,bug,A013,275,52,True
T0005977,2025-11-24T13:52:26.439664-06:00,2025-11-24T13:52:26.439666-06:00,2025-11-24T13:56:30.204029-06:00,email,billing,A012,228,56,True
T0005996,2025-11-24T13:53:51.398698-06:00,2025-11-24T13:53:51.398704-06:00,2025-11-24T13:57:13.012386-06:00,email,login,A004,199,62,True
T0005972,2025-11-24T13:54:04.639869-06:00,2025-11-24T13:54:04.639874-06:00,2025-11-24T14:01:07.349396-06:00,phone,login,A014,374,82,True
T0005964,2025-11-24T13:54:05.953946-06:00,2025-11-24T13:54:05.953948-06:00,2025-11-24T13:58:44.325030-06:00,phone,bug,A006,230,39,False
T0005997,2025-11-24T13:54:35.342992-06:00,2025-11-24T13:54:35.342995-06:00,2025-11-24T13:57:30.440356-06:00,chat,billing,A011,172,50,True
T0005998,2025-11-24T13:55:14.805373-06:00,2025-11-24T13:55:14.805379-06:00,2025-11-24T14:02:37.196017-06:00,email,login,A004,383,56,True
T0005978,2025-11-24T13:56:56.764210-06:00,2025-11-24T13:56:56.764246-06:00,2025-11-24T14:01:52.067540-06:00,phone,bug,A003,264,60,True
T0005986,2025-11-24T13:57:30.401561-06:00,2025-11-24T13:57:30.401563-06:00,2025-11-24T14:03:36.040400-06:00,phone,billing,A010,307,47,True
T0005973,2025-11-24T13:58:24.472166-06:00,2025-11-24T13:58:24.472167-06:00,2025-11-24T14:01:38.754501-06:00,phone,billing,A001,193,71,True
T0005988,2025-11-24T13:58:27.234823-06:00,2025-11-24T13:58:27.234831-06:00,2025-11-24T14:02:45.119407-06:00,email,login,A005,250,48,True
T0005974,2025-11-24T13:59:13.891479-06:00,2025-11-24T13:59:13.891480-06:00,2025-11-24T14:05:07.028157-06:00,phone,login,A007,309,64,True
T0005994,2025-11-24T13:59:16.421939-06:00,2025-11-24T13:59:16.421943-06:00,2025-11-24T14:04:38.970305-06:00,email,bug,A020,274,39,False
T0005982,2025-11-24T13:59:48.091180-06:00,2025-11-24T13:59:48.091185-06:00,2025-11-24T14:04:56.857269-06:00,email,billing,A007,288,30,True
T0006013,2025-11-24T14:01:13.175751-06:00,2025-11-24T14:01:13.175757-06:00,2025-11-24T14:07:31.065289-06:00,phone,login,A008,319,57,True
T0006009,2025-11-24T14:03:41.605652-06:00,2025-11-24T14:03:41.605691-06:00,2025-11-24T14:07:00.375503-06:00,email,login,A015,193,108,True
T0006001,2025-11-24T14:04:10.401631-06:00,2025-11-24T14:04:10.401663-06:00,2025-11-24T14:09:51.336290-06:00,phone,bug,A011,301,59,True
T0006012,2025-11-24T14:04:28.112749-06:00,2025-11-24T14:04:28.112777-06:00,2025-11-24T14:08:57.633461-06:00,chat,login,A015,258,72,True
T0006002,2025-11-24T14:05:52.454509-06:00,2025-11-24T14:05:52.454518-06:00,2025-11-24T14:09:55.657403-06:00,chat,login,A017,202,64,False
T0006033,2025-11-24T14:06:57.606904-06:00,2025-11-24T14:06:57.606912-06:00,2025-11-24T14:12:01.172854-06:00,email,login,A015,255,58,True
T0006010,2025-11-24T14:08:05.503308-06:00,2025-11-24T14:08:05.503314-06:00,2025-11-24T14:11:06.844982-06:00,email,billing,A019,174,53,True
T0006024,2025-11-24T14:10:16.965223-06:00,2025-11-24T14:10:16.965395-06:00,2025-11-24T14:13:10.145065-06:00,chat,login,A003,139,50,True
T0006007,2025-11-24T14:10:45.021045-06:00,2025-11-24T14:10:45.021048-06:00,2025-11-24T14:15:10.897843-06:00,email,bug,A010,221,68,True
T0006036,2025-11-24T14:11:38.509102-06:00,2025-11-24T14:11:38.509108-06:00,2025-11-24T14:16:55.667380-06:00,email,billing,A001,297,66,True
T0006027,2025-11-24T14:12:03.665479-06:00,2025-11-24T14:12:03.665534-06:00,2025-11-24T14:17:27.909298-06:00,email,billing,A017,275,68,True
T0006031,2025-11-24T14:13:12.854348-06:00,2025-11-24T14:13:12.854366-06:00,2025-11-24T14:18:20.156351-06:00,chat,billing,A002,271,48,True
T0006019,2025-11-24T14:13:24.584317-06:00,2025-11-24T14:13:24.584346-06:00,2025-11-24T14:19:21.460401-06:00,email,billing,A018,322,41,True
T0006016,2025-11-24T14:14:41.414419-06:00,2025-11-24T14:14:41.414462-06:00,2025-11-24T14:18:44.887991-06:00,phone,billing,A020,242,70,True
T0006026,2025-11-24T14:15:19.937518-06:00,2025-11-24T14:15:19.937525-06:00,2025-11-24T14:19:05.490476-06:00,phone,login,A007,214,128,False
T0006011,2025-11-24T14:16:42.071464-06:00,2025-11-24T14:16:42.071482-06:00,2025-11-24T14:20:33.037088-06:00,chat,bug,A010,205,54,True
T0006032,2025-11-24T14:17:16.940852-06:00,2025-11-24T14:17:16.940942-06:00,2025-11-24T14:22:18.725128-06:00,phone,login,A017,258,60,True
T0006021,2025-11-24T14:17:48.668945-06:00,2025-11-24T14:17:48.669004-06:00,2025-11-24T14:23:40.503551-06:00,email,login,A015,328,58,True
T0006008,2025-11-24T14:18:13.095697-06:00,2025-11-24T14:18:13.095721-06:00,2025-11-24T14:22:15.113729-06:00,email,login,A012,217,75,True
T0006017,2025-11-24T14:19:02.958444-06:00,2025-11-24T14:19:02.958478-06:00,2025-11-24T14:23:05.704459-06:00,phone,login,A013,234,66,True
T0006030,2025-11-24T14:19:34.712176-06:00,2025-11-24T14:19:34.712245-06:00,2025-11-24T14:22:40.642759-06:00,chat,billing,A013,154,59,False
T0006015,2025-11-24T14:19:58.923825-06:00,2025-11-24T14:19:58.923856-06:00,2025-11-24T14:23:33.192210-06:00,phone,bug,A016,202,49,True
T0006004,2025-11-24T14:21:22.505466-06:00,2025-11-24T14:21:22.505518-06:00,2025-11-24T14:25:40.595048-06:00,phone,bug,A017,258,60,True
T0006029,2025-11-24T14:21:25.743455-06:00,2025-11-24T14:21:25.743512-06:00,2025-11-24T14:27:06.428769-06:00,email,login,A001,296,44,False
T0006035,2025-11-24T14:22:05.011408-06:00,2025-11-24T14:22:05.011435-06:00,2025-11-24T14:27:59.227249-06:00,email,login,A014,308,56,True
T0006025,2025-11-24T14:23:41.126446-06:00,2025-11-24T14:23:41.126447-06:00,2025-11-24T14:29:03.469137-06:00,phone,login,A020,299,115,True
T0006003,2025-11-24T14:23:55.421682-06:00,2025-11-24T14:23:55.421715-06:00,2025-11-24T14:28:08.409531-06:00,chat,login,A006,206,56,True
T0006028,2025-11-24T14:24:33.224241-06:00,2025-11-24T14:24:33.224300-06:00,2025-11-24T14:28:42.892755-06:00,phone,bug,A005,217,40,True
T0006005,2025-11-24T14:24:44.979393-06:00,2025-11-24T14:24:44.979410-06:00,2025-11-24T14:29:29.654474-06:00,chat,bug,A006,232,66,False
T0006006,2025-11-24T14:25:01.875157-06:00,2025-11-24T14:25:01.875164-06:00,2025-11-24T14:30:39.449147-06:00,chat,login,A018,312,73,True
T0006034,2025-11-24T14:25:15.174459-06:00,2025-11-24T14:25:15.174552-06:00,2025-11-24T14:29:52.962220-06:00,email,billing,A019,264,38,True
T0006000,2025-11-24T14:25:46.084484-06:00,2025-11-24T14:25:46.084518-06:00,2025-11-24T14:29:14.222401-06:00,email,billing,A016,187,36,True
T0006023,2025-11-24T14:26:03.523182-06:00,2025-11-24T14:26:03.523211-06:00,2025-11-24T14:30:25.357979-06:00,email,bug,A018,249,32,True
T0006020,2025-11-24T14:26:32.920852-06:00,2025-11-24T14:26:32.920913-06:00,2025-11-24T14:29:03.726314-06:00,chat,billing,A014,144,41,False
T0006022,2025-11-24T14:27:25.211894-06:00,2025-11-24T14:27:25.211947-06:00,2025-11-24T14:30:39.576234-06:00,chat,login,A002,158,44,True
T0006014,2025-11-24T14:28:14.396803-06:00,2025-11-24T14:28:14.396814-06:00,2025-11-24T14:33:52.621414-06:00,email,billing,A005,287,51,True
T0006018,2025-11-24T14:29:01.781426-06:00,2025-11-24T14:29:01.781468-06:00,2025-11-24T14:34:33.857710-06:00,phone,login,A007,310,104,True
T0006060,2025-11-24T14:30:24.870908-06:00,2025-11-24T14:30:24.870910-06:00,2025-11-24T14:34:26.412128-06:00,email,login,A010,230,43,True
T0006049,2025-11-24T14:34:24.316252-06:00,2025-11-24T14:34:24.316253-06:00,2025-11-24T14:40:17.781736-06:00,email,login,A002,303,35,True
T0006051,2025-11-24T14:34:57.247795-06:00,2025-11-24T14:34:57.247796-06:00,2025-11-24T14:39:09.031562-06:00,chat,billing,A002,197,83,False
T0006045,2025-11-24T14:36:19.805437-06:00,2025-11-24T14:36:19.805441-06:00,2025-11-24T14:40:32.858707-06:00,email,billing,A017,207,57,True
T0006072,2025-11-24T14:36:52.992191-06:00,2025-11-24T14:36:52.992191-06:00,2025-11-24T14:40:52.126639-06:00,chat,login,A010,181,65,True
T0006043,2025-11-24T14:37:44.645513-06:00,2025-11-24T14:37:44.645516-06:00,2025-11-24T14:42:04.637279-06:00,email,login,A013,245,54,True
T0006054,2025-11-24T14:37:59.849016-06:00,2025-11-24T14:37:59.849019-06:00,2025-11-24T14:43:41.356166-06:00,email,billing,A017,335,31,True
T0006063,2025-11-24T14:38:17.282483-06:00,2025-11-24T14:38:17.282487-06:00,2025-11-24T14:43:25.193700-06:00,phone,billing,A019,259,63,True
T0006048,2025-11-24T14:38:20.876063-06:00,2025-11-24T14:38:20.876064-06:00,2025-11-24T14:42:57.887868-06:00,email,bug,A012,259,56,True
T0006057,2025-11-24T14:38:24.895108-06:00,2025-11-24T14:38:24.895109-06:00,2025-11-24T14:42:24.854302-06:00,chat,billing,A005,229,64,True
T0006041,2025-11-24T14:38:26.400608-06:00,2025-11-24T14:38:26.400611-06:00,2025-11-24T14:41:36.477227-06:00,email,billing,A020,164,53,True
T0006073,2025-11-24T14:38:40.440260-06:00,2025-11-24T14:38:40.440260-06:00,2025-11-24T14:44:30.493939-06:00,email,login,A010,348,50,True
T0006052,2025-11-24T14:39:59.801460-06:00,2025-11-24T14:39:59.801462-06:00,2025-11-24T14:42:46.005372-06:00,phone,bug,A009,160,108,True
T0006070,2025-11-24T14:40:04.579098-06:00,2025-11-24T14:40:04.579099-06:00,2025-11-24T14:43:17.784596-06:00,chat,login,A018,184,75,True
T0006055,2025-11-24T14:42:52.401407-06:00,2025-11-24T14:42:52.401409-06:00,2025-11-24T14:47:28.435009-06:00,chat,login,A011,259,84,True
T0006065,2025-11-24T14:44:00.548422-06:00,2025-11-24T14:44:00.548432-06:00,2025-11-24T14:50:38.342173-06:00,phone,billing,A015,347,64,True
T0006062,2025-11-24T14:45:30.367199-06:00,2025-11-24T14:45:30.367202-06:00,2025-11-24T14:48:57.513573-06:00,email,login,A016,199,66,True
T0006047,2025-11-24T14:45:31.810679-06:00,2025-11-24T14:45:31.810679-06:00,2025-11-24T14:48:54.049770-06:00,email,login,A019,185,60,True
T0006069,2025-11-24T14:45:38.156607-06:00,2025-11-24T14:45:38.156607-06:00,2025-11-24T14:49:24.929013-06:00,email,login,A020,214,61,True
T0006058,2025-11-24T14:46:52.036067-06:00,2025-11-24T14:46:52.036067-06:00,2025-11-24T14:50:26.188769-06:00,email,bug,A019,182,48,False
T0006068,2025-11-24T14:47:27.120306-06:00,2025-11-24T14:47:27.120306-06:00,2025-11-24T14:50:57.492971-06:00,chat,billing,A019,182,84,True
T0006046,2025-11-24T14:48:30.176288-06:00,2025-11-24T14:48:30.176289-06:00,2025-11-24T14:52:05.241742-06:00,email,billing,A015,185,58,True
T0006066,2025-11-24T14:51:52.072019-06:00,2025-11-24T14:51:52.072020-06:00,2025-11-24T14:56:59.692995-06:00,chat,billing,A012,258,39,True
T0006074,2025-11-24T14:52:06.312796-06:00,2025-11-24T14:52:06.312798-06:00,2025-11-24T14:56:19.939033-06:00,chat,login,A005,212,33,True
T0006044,2025-11-24T14:52:48.831669-06:00,2025-11-24T14:52:48.831669-06:00,2025-11-24T14:58:29.207070-06:00,email,billing,A009,321,38,False
T0006038,2025-11-24T14:53:11.062321-06:00,2025-11-24T14:53:11.062324-06:00,2025-11-24T14:57:55.349235-06:00,email,billing,A004,266,34,True
T0006040,2025-11-24T14:53:55.260515-06:00,2025-11-24T14:53:55.260516-06:00,2025-11-24T14:57:21.565514-06:00,email,bug,A008,164,99,False
T0006064,2025-11-24T14:54:36.195505-06:00,2025-11-24T14:54:36.195506-06:00,2025-11-24T14:59:58.756760-06:00,chat,login,A006,312,58,True
T0006039,2025-11-24T14:55:14.699979-06:00,2025-11-24T14:55:14.699979-06:00,2025-11-24T14:59:55.487907-06:00,chat,login,A009,260,30,True
T0006037,2025-11-24T14:55:32.911881-06:00,2025-11-24T14:55:32.911881-06:00,2025-11-24T14:59:39.441499-06:00,chat,login,A010,221,54,True
T0006042,2025-11-24T14:55:48.017179-06:00,2025-11-24T14:55:48.017179-06:00,2025-11-24T14:59:18.776354-06:00,email,login,A008,182,120,True
T0006053,2025-11-24T14:55:51.073517-06:00,2025-11-24T14:55:51.073520-06:00,2025-11-24T14:59:55.801244-06:00,chat,login,A009,238,52,True
